#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P06971	uniprotkb:P05820	intact:EBI-1116714|uniprotkb:P71280|uniprotkb:P75665	intact:EBI-6413473	psi-mi:fhua_ecoli(display_long)|uniprotkb:JW0146(locus name)|uniprotkb:fhuA(gene name)|psi-mi:fhuA(display_short)|uniprotkb:tonA(gene name synonym)|uniprotkb:b0150(locus name)|uniprotkb:Ferric hydroxamate uptake(gene name synonym)|uniprotkb:Ferric hydroxamate receptor(gene name synonym)|uniprotkb:Ferrichrome-iron receptor(gene name synonym)	psi-mi:ceam_ecolx(display_long)|uniprotkb:cma(gene name)|psi-mi:cma(display_short)	psi-mi:"MI:0405"(competition binding)	Helbig et al. (2011)	pubmed:21148729|imex:IM-18380	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:562(ecolx)|taxid:562(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413477|mpidb:MPIDB-INT-1522|imex:IM-18380-1	intact-miscore:0.40
uniprotkb:P73457	uniprotkb:P72971	intact:EBI-1614295	intact:EBI-1612452	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:p72971_syny3(display_long)|uniprotkb:slr1593(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408921|mpidb:MPIDB-INT-1243|imex:IM-18299-11	intact-miscore:0.37
uniprotkb:P73117	uniprotkb:P73457	intact:EBI-1612578	intact:EBI-1614295	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408927|mpidb:MPIDB-INT-1242|imex:IM-18299-12	intact-miscore:0.55
uniprotkb:P73457	uniprotkb:P73457	intact:EBI-1614295	intact:EBI-1614295	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408933|mpidb:MPIDB-INT-1241|imex:IM-18299-13	intact-miscore:0.55
uniprotkb:P73457	uniprotkb:Q55559	intact:EBI-1614295	intact:EBI-591951|intact:EBI-1624045	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408939|mpidb:MPIDB-INT-1240|imex:IM-18299-14	intact-miscore:0.55
uniprotkb:Q55559	uniprotkb:P73081	intact:EBI-591951|intact:EBI-1624045	intact:EBI-1612385	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:p73081_syny3(display_long)|uniprotkb:sll1939(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408947|mpidb:MPIDB-INT-1239|imex:IM-18299-15	intact-miscore:0.51
uniprotkb:Q55559	uniprotkb:P73376	intact:EBI-591951|intact:EBI-1624045	intact:EBI-1613816	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:sepf_syny3(display_long)|uniprotkb:sepF(gene name)|psi-mi:sepF(display_short)|uniprotkb:slr2073(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408955|mpidb:MPIDB-INT-1238|imex:IM-18299-16	intact-miscore:0.51
uniprotkb:Q55436	uniprotkb:Q55559	intact:EBI-1610787	intact:EBI-591951|intact:EBI-1624045	psi-mi:q55436_syny3(display_long)|uniprotkb:slr0848(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408963|mpidb:MPIDB-INT-1237|imex:IM-18299-17	intact-miscore:0.51
uniprotkb:Q55559	uniprotkb:P73117	intact:EBI-591951|intact:EBI-1624045	intact:EBI-1612578	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408979|mpidb:MPIDB-INT-1235|imex:IM-18299-19	intact-miscore:0.55
uniprotkb:P73457	uniprotkb:Q55559	intact:EBI-1614295	intact:EBI-591951|intact:EBI-1624045	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408987|mpidb:MPIDB-INT-1234|imex:IM-18299-20	intact-miscore:0.55
uniprotkb:Q55559	uniprotkb:P73081	intact:EBI-591951|intact:EBI-1624045	intact:EBI-1612385	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:p73081_syny3(display_long)|uniprotkb:sll1939(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408995|mpidb:MPIDB-INT-1233|imex:IM-18299-21	intact-miscore:0.51
uniprotkb:Q55559	uniprotkb:Q55559	intact:EBI-591951|intact:EBI-1624045	intact:EBI-591951|intact:EBI-1624045	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409003|mpidb:MPIDB-INT-1232|imex:IM-18299-22	intact-miscore:0.55
uniprotkb:P72971	uniprotkb:Q55559	intact:EBI-1612452	intact:EBI-591951|intact:EBI-1624045	psi-mi:p72971_syny3(display_long)|uniprotkb:slr1593(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408971|mpidb:MPIDB-INT-1236|imex:IM-18299-18	intact-miscore:0.37
uniprotkb:P52231	uniprotkb:P52231	intact:EBI-862916	intact:EBI-862916	psi-mi:thio_syny3(display_long)|uniprotkb:trxA(gene name)|psi-mi:trxA(display_short)|uniprotkb:slr0623(locus name)	psi-mi:thio_syny3(display_long)|uniprotkb:trxA(gene name)|psi-mi:trxA(display_short)|uniprotkb:slr0623(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409353|mpidb:MPIDB-INT-1277|imex:IM-18314-3	intact-miscore:0.40
uniprotkb:P52232	uniprotkb:P52232	intact:EBI-863606	intact:EBI-863606	psi-mi:thio1_syny3(display_long)|uniprotkb:slr0233(locus name)	psi-mi:thio1_syny3(display_long)|uniprotkb:slr0233(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409325|mpidb:MPIDB-INT-1279|imex:IM-18314-1	intact-miscore:0.40
uniprotkb:P73263	uniprotkb:P73263	intact:EBI-862065|intact:EBI-1610526	intact:EBI-862065|intact:EBI-1610526	psi-mi:thio2_syny3(display_long)|uniprotkb:slr1139(locus name)	psi-mi:thio2_syny3(display_long)|uniprotkb:slr1139(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409339|mpidb:MPIDB-INT-1278|imex:IM-18314-2	intact-miscore:0.40
uniprotkb:Q55624	uniprotkb:Q55624	intact:EBI-6409477	intact:EBI-6409477	psi-mi:y755_syny3(display_long)|uniprotkb:Thioredoxin reductase(gene name synonym)|uniprotkb:sll0755(locus name)	psi-mi:y755_syny3(display_long)|uniprotkb:Thioredoxin reductase(gene name synonym)|uniprotkb:sll0755(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6514203|imex:IM-18314-16	intact-miscore:0.40
uniprotkb:P73348	uniprotkb:P73348	intact:EBI-862753|intact:EBI-1609140	intact:EBI-862753|intact:EBI-1609140	psi-mi:p73348_syny3(display_long)|uniprotkb:slr1198(locus name)	psi-mi:p73348_syny3(display_long)|uniprotkb:slr1198(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6514209|imex:IM-18314-17	intact-miscore:0.61
uniprotkb:P73728	uniprotkb:P73728	intact:EBI-862771|intact:EBI-1616219	intact:EBI-862771|intact:EBI-1616219	psi-mi:prx5_syny3(display_long)|uniprotkb:Thioredoxin peroxidase(gene name synonym)|uniprotkb:sll1621(locus name)	psi-mi:prx5_syny3(display_long)|uniprotkb:Thioredoxin peroxidase(gene name synonym)|uniprotkb:sll1621(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6514212|imex:IM-18314-18	intact-miscore:0.61
uniprotkb:P52231	uniprotkb:P72719	intact:EBI-862916	intact:EBI-6409371	psi-mi:thio_syny3(display_long)|uniprotkb:trxA(gene name)|psi-mi:trxA(display_short)|uniprotkb:slr0623(locus name)	psi-mi:p72719_syny3(display_long)|uniprotkb:bcp(gene name)|psi-mi:bcp(display_short)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409384|mpidb:MPIDB-INT-1275|imex:IM-18314-5	intact-miscore:0.40
uniprotkb:P52232	uniprotkb:P72719	intact:EBI-863606	intact:EBI-6409371	psi-mi:thio1_syny3(display_long)|uniprotkb:slr0233(locus name)	psi-mi:p72719_syny3(display_long)|uniprotkb:bcp(gene name)|psi-mi:bcp(display_short)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409367|mpidb:MPIDB-INT-1276|imex:IM-18314-4	intact-miscore:0.40
uniprotkb:P73263	uniprotkb:P72697	intact:EBI-862065|intact:EBI-1610526	intact:EBI-6409396	psi-mi:thio2_syny3(display_long)|uniprotkb:slr1139(locus name)	psi-mi:p72697_syny3(display_long)|uniprotkb:bcp(gene name)|psi-mi:bcp(display_short)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409413|mpidb:MPIDB-INT-1273|imex:IM-18314-7	intact-miscore:0.40
uniprotkb:P52232	uniprotkb:P72697	intact:EBI-863606	intact:EBI-6409396	psi-mi:thio1_syny3(display_long)|uniprotkb:slr0233(locus name)	psi-mi:p72697_syny3(display_long)|uniprotkb:bcp(gene name)|psi-mi:bcp(display_short)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409401|mpidb:MPIDB-INT-1274|imex:IM-18314-6	intact-miscore:0.40
uniprotkb:P73728	uniprotkb:P52232	intact:EBI-862771|intact:EBI-1616219	intact:EBI-863606	psi-mi:prx5_syny3(display_long)|uniprotkb:Thioredoxin peroxidase(gene name synonym)|uniprotkb:sll1621(locus name)	psi-mi:thio1_syny3(display_long)|uniprotkb:slr0233(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409437|mpidb:MPIDB-INT-1271|imex:IM-18314-9	intact-miscore:0.56
uniprotkb:P73728	uniprotkb:P52231	intact:EBI-862771|intact:EBI-1616219	intact:EBI-862916	psi-mi:prx5_syny3(display_long)|uniprotkb:Thioredoxin peroxidase(gene name synonym)|uniprotkb:sll1621(locus name)	psi-mi:thio_syny3(display_long)|uniprotkb:trxA(gene name)|psi-mi:trxA(display_short)|uniprotkb:slr0623(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409461|mpidb:MPIDB-INT-1269|imex:IM-18314-11	intact-miscore:0.70
uniprotkb:P52232	uniprotkb:Q55624	intact:EBI-863606	intact:EBI-6409477	psi-mi:thio1_syny3(display_long)|uniprotkb:slr0233(locus name)	psi-mi:y755_syny3(display_long)|uniprotkb:Thioredoxin reductase(gene name synonym)|uniprotkb:sll0755(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409473|mpidb:MPIDB-INT-1268|imex:IM-18314-12	intact-miscore:0.40
uniprotkb:P73728	uniprotkb:P73263	intact:EBI-862771|intact:EBI-1616219	intact:EBI-862065|intact:EBI-1610526	psi-mi:prx5_syny3(display_long)|uniprotkb:Thioredoxin peroxidase(gene name synonym)|uniprotkb:sll1621(locus name)	psi-mi:thio2_syny3(display_long)|uniprotkb:slr1139(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409449|mpidb:MPIDB-INT-1270|imex:IM-18314-10	intact-miscore:0.74
uniprotkb:P52231	uniprotkb:P72697	intact:EBI-862916	intact:EBI-6409396	psi-mi:thio_syny3(display_long)|uniprotkb:trxA(gene name)|psi-mi:trxA(display_short)|uniprotkb:slr0623(locus name)	psi-mi:p72697_syny3(display_long)|uniprotkb:bcp(gene name)|psi-mi:bcp(display_short)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409425|mpidb:MPIDB-INT-1272|imex:IM-18314-8	intact-miscore:0.40
uniprotkb:P52231	uniprotkb:Q55624	intact:EBI-862916	intact:EBI-6409477	psi-mi:thio_syny3(display_long)|uniprotkb:trxA(gene name)|psi-mi:trxA(display_short)|uniprotkb:slr0623(locus name)	psi-mi:y755_syny3(display_long)|uniprotkb:Thioredoxin reductase(gene name synonym)|uniprotkb:sll0755(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409489|mpidb:MPIDB-INT-1267|imex:IM-18314-13	intact-miscore:0.40
uniprotkb:P73348	uniprotkb:P52231	intact:EBI-862753|intact:EBI-1609140	intact:EBI-862916	psi-mi:p73348_syny3(display_long)|uniprotkb:slr1198(locus name)	psi-mi:thio_syny3(display_long)|uniprotkb:trxA(gene name)|psi-mi:trxA(display_short)|uniprotkb:slr0623(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409513|mpidb:MPIDB-INT-1265|imex:IM-18314-15	intact-miscore:0.67
uniprotkb:P52232	uniprotkb:P73348	intact:EBI-863606	intact:EBI-862753|intact:EBI-1609140	psi-mi:thio1_syny3(display_long)|uniprotkb:slr0233(locus name)	psi-mi:p73348_syny3(display_long)|uniprotkb:slr1198(locus name)	psi-mi:"MI:0808"(comigration in sds page)	Pérez-Pérez et al. (2009)	pubmed:19820102|imex:IM-18314	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409501|mpidb:MPIDB-INT-1266|imex:IM-18314-14	intact-miscore:0.56
uniprotkb:P74426	uniprotkb:Q55432	intact:EBI-1619996	intact:EBI-1611646	psi-mi:p74426_syny3(display_long)|uniprotkb:sll0359(locus name)	psi-mi:q55432_syny3(display_long)|uniprotkb:sll0822(locus name)	psi-mi:"MI:0400"(affinity technology)	Yamauchi et al. (2011)	pubmed:21642457|imex:IM-18411	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6414979|mpidb:MPIDB-INT-1784|imex:IM-18411-1	intact-miscore:0.57
uniprotkb:P74426	uniprotkb:Q55432	intact:EBI-1619996	intact:EBI-1611646	psi-mi:p74426_syny3(display_long)|uniprotkb:sll0359(locus name)	psi-mi:q55432_syny3(display_long)|uniprotkb:sll0822(locus name)	psi-mi:"MI:0400"(affinity technology)	Yamauchi et al. (2011)	pubmed:21642457|imex:IM-18411	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6414989|mpidb:MPIDB-INT-1783|imex:IM-18411-2	intact-miscore:0.57
uniprotkb:P9WJA9	uniprotkb:P9WIS5	intact:EBI-6405522|uniprotkb:I3V6A5|uniprotkb:Q50606|uniprotkb:P64897	intact:EBI-6405560|uniprotkb:Q7D8I9|uniprotkb:L0T8T9|uniprotkb:O50463	psi-mi:gara_myctu(display_long)|uniprotkb:MTCY1A11.16c(orf name)|uniprotkb:Rv1827(locus name)|uniprotkb:garA(gene name)|psi-mi:garA(display_short)	psi-mi:kgd_myctu(display_long)|uniprotkb:kgd(gene name)|psi-mi:kgd(display_short)|uniprotkb:2-hydroxy-3-oxoadipate synthase(gene name synonym)|uniprotkb:2-oxoglutarate carboxy-lyase(gene name synonym)|uniprotkb:2-oxoglutarate decarboxylase(gene name synonym)|uniprotkb:Alpha-ketoglutarate decarboxylase(gene name synonym)|uniprotkb:Alpha-ketoglutarate-glyoxylate carboligase(gene name synonym)|uniprotkb:Rv1248c(locus name)	psi-mi:"MI:0096"(pull down)	O'Hare et al. (2008)	pubmed:19019160|imex:IM-18247	taxid:83332(myctu)|taxid:83332("Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)")	taxid:83332(myctu)|taxid:83332("Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6405529|mpidb:MPIDB-INT-422|imex:IM-18247-1	intact-miscore:0.70
