"Strain","Assembly Status","Replicon","Locus Tag","RefSeq Accession","GI Number","UniProtKB Accession","UniProtKB ID","Uniparc","UniRef100 ID","UniRef90 ID","UniRef50 ID","NCBI Locus Tag","NCBI Old Locus Tag","Affymetrix","Feature Type","Coordinates","Gene Length","Gene Name","Product Description","Product Name Confidence","Estimated MW (kDa)","Estimated Isoelectric Point (pI)","Estimated Charge (ph7)",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_64500","YP_793346.1","116053027","Q02FE0","Q02FE0_PSEAB","UPI00000C5E54","UniRef100_W0YYW8","UniRef90_W0YYW8","UniRef50_A6VCY6","PA14_64500","","","CDS","5745174..5745986(+)","813","","transcriptional regulator","","31.2","6.92","-0.39",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_23580","","","","","","","","","PA14_23580","","","tRNA","2053489..2053561(+)","73","","tRNA-Glu","","","","",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_69570","YP_793742.1","116053417","Q02E94","Q02E94_PSEAB","UPI000045D55B","UniRef100_Q02E94","UniRef90_Q9HTT2","UniRef50_Q9HTT2","PA14_69570","","","CDS","6206903..6207883(-)","981","corA","magnesium/cobalt transport protein","","37.4","5.12","-7.61",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_28470","YP_790430.1","116050749","Q02NQ6","Q02NQ6_PSEAB","UPI0000395EB9","UniRef100_W0YU21","UniRef90_A6V465","UniRef50_A6V465","PA14_28470","","","CDS","2458077..2458274(+)","198","","hypothetical protein","","7.0","4.31","-3.05",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_33440","YP_790826.1","116050357","Q02ML0","Q02ML0_PSEAB","UPI000045D2ED","UniRef100_S0I6A8","UniRef90_W0YSH1","UniRef50_W0YSH1","PA14_33440","","","CDS","2942688..2943626(+)","939","","LysR family transcriptional regulator","","34.3","7.38","0.60",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_38470","YP_791226.1","116049964","Q02LG0","Q02LG0_PSEAB","UPI00000C5559","UniRef100_W0YT12","UniRef90_A0A022P1B4","UniRef50_Q4K9P5","PA14_38470","","","CDS","3430753..3431550(+)","798","gnyH","gamma-carboxygeranoyl-CoA hydratase","","28.9","5.19","-4.46",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_43440","YP_791622.1","116049574","Q02KB4","Q02KB4_PSEAB","UPI000045D1A0","UniRef100_S0HYG4","UniRef90_A0A0A8RPI9","UniRef50_A0A0A8RPI9","PA14_43440","","","CDS","3870059..3870844(+)","786","","enoyl-CoA hydratase","","27.9","6.91","-0.19",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_44130","YP_791677.1","116049519","Q02K59","Q02K59_PSEAB","UPI000045D189","UniRef100_V6AI84","UniRef90_W0YPT8","UniRef50_Q1ICG1","PA14_44130","","","CDS","3927801..3928352(+)","552","","hypothetical protein","","21.0","6.51","-2.63",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_02580","YP_788362.1","116053924","Q02UM4","Q02UM4_PSEAB","UPI00000C4F9A","UniRef100_Q9I6S7","UniRef90_A6UY06","UniRef50_A0A085GVQ3","PA14_02580","","","CDS","230222..231085(+)","864","mdcD","malonate decarboxylase subunit beta","","30.3","4.50","-9.08",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_49060","YP_792077.1","116049121","Q02J09","SPRT_PSEAB","UPI000045D0D4","UniRef100_Q02J09","UniRef90_B7UX01","UniRef50_Q4K880","PA14_49060","","","CDS","4357368..4357865(+)","498","","hypothetical protein","","19.7","10.01","13.69",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_07650","YP_788759.1","116054314","Q02TH7","Q02TH7_PSEAB","UPI00000C50C9","UniRef100_W0YK63","UniRef90_A0A024HA46","UniRef50_P29013","PA14_07650","","","CDS","656629..658182(-)","1554","","SpoVR family protein","","60.8","5.05","-16.79",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_53780","YP_792471.1","116048729","Q02HW5","Q02HW5_PSEAB","UPI000045D047","UniRef100_W0YMN5","UniRef90_Q9I5C8","UniRef50_Q9I5C8","PA14_53780","","","CDS","4767825..4769072(+)","1248","","MFS family transporter","","43.4","9.17","8.48",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_12550","YP_789150.1","116052007","Q02SD6","Q02SD6_PSEAB","UPI00000C5BA3","UniRef100_W0YXC4","UniRef90_A6V0E3","UniRef50_A6V0E3","PA14_12550","","","CDS","1078614..1079006(-)","393","","hypothetical protein","","14.7","8.07","1.85",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_58650","YP_792865.1","116052550","Q02GS1","Q02GS1_PSEAB","UPI00003963C0","UniRef100_A0A077JN34","UniRef90_A6VBN8","UniRef50_Q4KIE6","PA14_58650","","","CDS","5225436..5227457(-)","2022","","chemotaxis transducer","","72.3","4.78","-15.75",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_17550","YP_789549.1","116051612","Q02R87","Q02R87_PSEAB","UPI00000C5A94","UniRef100_Q9HY11","UniRef90_Q9HY11","UniRef50_G8QC58","PA14_17550","","","CDS","1506934..1508004(-)","1071","","hypothetical protein","","40.5","5.99","-8.44",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_63280","YP_793251.1","116052934","Q02FN5","Q02FN5_PSEAB","UPI00000C5E06","UniRef100_W0Z1Q4","UniRef90_W0Z1Q4","UniRef50_A4XQ95","PA14_63280","","","CDS","5647324..5648325(-)","1002","","transcriptional regulator","","37.3","7.02","0.06",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_22450","YP_789946.1","116051223","Q02Q40","Q02Q40_PSEAB","UPI0000396004","UniRef100_Q02Q40","UniRef90_Q59641","UniRef50_O53021","PA14_22450","","","CDS","1954245..1954808(-)","564","ppiA","peptidyl-prolyl cis-trans isomerase A","","20.2","8.46","1.68",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_68370","YP_793646.1","116053322","Q02EJ0","Q02EJ0_PSEAB","UPI000045D52E","UniRef100_Q02EJ0","UniRef90_A6VDU7","UniRef50_Q4KJY9","PA14_68370","","","CDS","6100299..6101120(-)","822","cysQ","3'(2'),5'-bisphosphate nucleotidase","","29.8","4.79","-11.43",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_27430","YP_790338.1","116050839","Q02NZ8","Q02NZ8_PSEAB","UPI0000395EFE","UniRef100_A0A022P2L2","UniRef90_A6V3Q5","UniRef50_B4SIV4","PA14_27430","","","CDS","2380246..2381838(-)","1593","","multidrug efflux MFS transporter","","56.8","7.42","2.00",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_73350","YP_794041.1","116053714","Q02DE5","Q02DE5_PSEAB","UPI00000C6075","UniRef100_W0YKG2","UniRef90_A6VF41","UniRef50_J8YEV2","PA14_73350","","","CDS","6529110..6529898(-)","789","soj","chromosome partitioning protein Soj","","28.6","6.13","-2.17",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_32240","YP_790730.1","116050451","Q02MV6","Q02MV6_PSEAB","UPI0000395DD2","UniRef100_Q02MV6","UniRef90_A6V4V7","UniRef50_P07773","PA14_32240","","","CDS","2801756..2802688(+)","933","catA","catechol 1,2-dioxygenase","","34.2","4.99","-9.34",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_37210","YP_791130.1","116050056","Q02LQ6","Y3721_PSEAB","UPI00003969B5","UniRef100_Q02LQ6","UniRef90_Q9I1Z9","UniRef50_A9H2B4","PA14_37210","","","CDS","3314904..3315701(-)","798","","hypothetical protein","","29.1","6.51","-2.72",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_42310","YP_791526.1","116049669","Q02KL0","Q02KL0_PSEAB","UPI00000D4227","UniRef100_P95434","UniRef90_P95434","UniRef50_P95434","PA14_42310","","","CDS","3771778..3772035(-)","258","pscF","type III export protein PscF","","9.3","7.54","0.22",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_01320","YP_788266.1","116053829","Q02UX0","Q02UX0_PSEAB","UPI0000396C39","UniRef100_Q02UX0","UniRef90_Q02UX0","UniRef50_G8PXA6","PA14_01320","","","CDS","128595..129482(+)","888","coIII","cytochrome c oxidase subunit III","","33.4","8.73","4.59",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_47880","YP_791981.1","116049216","Q02JA5","Q02JA5_PSEAB","UPI0000E44B43","UniRef100_W0YP59","UniRef90_A6V8U6","UniRef50_A6V8U6","PA14_47880","","","CDS","4260751..4261617(+)","867","","transcriptional regulator","","31.6","10.56","6.90",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_06420","YP_788665.1","116054221","Q02TS1","Q02TS1_PSEAB","UPI000045D41F","UniRef100_S0HQC7","UniRef90_Q9I626","UniRef50_Q9I626","PA14_06420","","","CDS","564699..565457(+)","759","","hypothetical protein","","27.6","6.10","-4.16",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_52630","YP_792375.1","116048825","Q02I61","ASTE_PSEAB","UPI0000396541","UniRef100_Q02I61","UniRef90_B7UY33","UniRef50_B7UY33","PA14_52630","","","CDS","4666044..4667042(-)","999","aruE","succinylglutamate desuccinylase","","36.9","5.84","-6.57",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_11280","YP_789054.1","116052102","Q02SN2","Q02SN2_PSEAB","UPI0000396277","UniRef100_S0I5J2","UniRef90_Q9HWW2","UniRef50_Q9HWW2","PA14_11280","","","CDS","982017..982535(-)","519","","hypothetical protein","","18.2","4.68","-4.56",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_57480","YP_792769.1","116052456","Q02H17","Q02H17_PSEAB","UPI0000E44BDF","UniRef100_S0J4Q7","UniRef90_Q9HVZ2","UniRef50_K9NRD2","PA14_57480","","","CDS","5121267..5123081(+)","1815","","lipoprotein","","65.7","7.69","1.64",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_16380","YP_789453.1","116051708","Q02RI3","Q02RI3_PSEAB","UPI00000C5AD2","UniRef100_W0YWJ0","UniRef90_A6V174","UniRef50_Q4KDT8","PA14_16380","","","CDS","1400900..1401805(-)","906","","LysR family transcriptional regulator","","34.1","7.13","0.59",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_62130","YP_793157.1","116052840","Q02FX9","ILVC_PSEAB","UPI000012D557","UniRef100_B7V1A6","UniRef90_Q888N4","UniRef50_Q9RU74","PA14_62130","","","CDS","5544387..5545403(-)","1017","ilvC","ketol-acid reductoisomerase","","36.4","5.65","-6.26",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_21320","YP_789852.1","116051316","Q02QD4","Q02QD4_PSEAB","UPI0000396040","UniRef100_W1MHB4","UniRef90_W1MHB4","UniRef50_L8MJ11","PA14_21320","","","CDS","1846904..1847854(-)","951","","hypothetical protein","","35.3","7.52","2.75",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_67140","YP_793552.1","116053229","Q02ET4","Q02ET4_PSEAB","UPI00000C5EF1","UniRef100_Q9HUA0","UniRef90_Q9HUA0","UniRef50_Q4KIK0","PA14_67140","","","CDS","5993276..5993626(-)","351","","hypothetical protein","","12.6","5.13","-1.80",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_26150","YP_790243.1","116050932","Q02P93","Q02P93_PSEAB","UPI0000395F41","UniRef100_S0I2A5","UniRef90_Q9HZR7","UniRef50_Q4K7W6","PA14_26150","","","CDS","2282748..2283674(-)","927","","transcriptional regulator","","33.7","7.96","3.02",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_72170","YP_793945.1","116053618","Q02DP1","Q02DP1_PSEAB","UPI0000396B7A","UniRef100_S0HZH7","UniRef90_M4X773","UniRef50_E1PKM6","PA14_72170","","","CDS","6429771..6431075(+)","1305","","citrate transporter","","46.4","8.30","3.31",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_30950","YP_790634.1","116050547","Q02N52","Q02N52_PSEAB","UPI0000395E24","UniRef100_W0Z2G7","UniRef90_A9BPW6","UniRef50_A1TK37","PA14_30950","","","CDS","2688024..2688488(-)","465","","hypothetical protein","","17.4","9.00","2.20",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_36060","YP_791034.1","116050149","Q02M02","Q02M02_PSEAB","UPI000045D29B","UniRef100_Q02M02","UniRef90_A6V5U8","UniRef50_C3MG98","PA14_36060","","","CDS","3211626..3212621(-)","996","","hypothetical protein","","36.3","5.73","-8.98",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_41140","YP_791434.1","116049759","Q02KV2","Q02KV2_PSEAB","UPI00000C54A8","UniRef100_S0IDM7","UniRef90_A0A024HFR4","UniRef50_P0AFU1","PA14_41140","","","CDS","3668914..3669996(+)","1083","nppB","peptidyl nucleoside antibiotic ABC transporter permease NppB","Class 1","39.6","6.53","-1.04",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_00160","YP_788170.1","116053735","","","","","","","PA14_00160","","","CDS","16923..17240(-)","318","","hypothetical protein","","11.4","8.49","1.44",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_46700","YP_791885.1","116049311","Q02JK1","Q02JK1_PSEAB","UPI00000C5337","UniRef100_W0YPH9","UniRef90_W0YPH9","UniRef50_G8Q434","PA14_46700","","","CDS","4162085..4162978(-)","894","","hypothetical protein","","30.7","10.49","7.43",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_05180","YP_788569.1","116054126","Q02U17","Q02U17_PSEAB","UPI0000131AD1","UniRef100_P24559","UniRef90_P24559","UniRef50_P24559","PA14_05180","","","CDS","451306..452340(+)","1035","pilT","twitching motility protein PilT","","38.0","6.87","-0.64",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_51520","YP_792284.1","116048915","Q02IF2","Q02IF2_PSEAB","UPI00000B3DC5","UniRef100_Q02IF2","UniRef90_Q02IF2","UniRef50_Q02IF2","PA14_51520","","","CDS","4580547..4580960(-)","414","spcU","SpcU","","14.9","4.32","-7.53",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_10130","YP_788958.1","116052198","Q02SX8","Q02SX8_PSEAB","UPI00003962C4","UniRef100_A0A022NZ68","UniRef90_A0A022NZ68","UniRef50_A9IU60","PA14_10130","","","CDS","869711..870427(+)","717","","short chain dehydrogenase","","24.9","8.35","2.60",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_56220","YP_792673.1","116052362","Q02HB3","Q02HB3_PSEAB","UPI000039633D","UniRef100_W0YX80","UniRef90_Q9HW73","UniRef50_W6RD85","PA14_56220","","","CDS","5019403..5020317(+)","915","","hypothetical protein","","34.4","6.01","-7.75",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_15240","YP_789357.1","116051801","Q02RS9","Q02RS9_PSEAB","UPI00003961A4","UniRef100_A0A072ZQI9","UniRef90_B7UXJ2","UniRef50_Q4K6W0","PA14_15240","","","CDS","1291296..1292204(-)","909","","LysR family transcriptional regulator","","32.9","9.69","5.66",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_60990","YP_793068.1","116052751","Q02G68","Q02G68_PSEAB","UPI0000133098","UniRef100_P96963","UniRef90_P96963","UniRef50_P45266","PA14_60990","","","CDS","5439742..5441103(-)","1362","radA","DNA repair protein RadA","","48.4","6.88","-0.45",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_20200","YP_789757.1","116051410","Q02QM9","Q02QM9_PSEAB","UPI0000396089","UniRef100_Q02QM9","UniRef90_Q9HYL2","UniRef50_Q51705","PA14_20200","","","CDS","1740354..1742264(-)","1911","nosZ","nitrous-oxide reductase","","70.6","6.47","-6.25",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_65950","YP_793456.1","116053135","Q02F30","Q02F30_PSEAB","UPI00000C5EB0","UniRef100_A0A0A8RIK1","UniRef90_A0A086BTP2","UniRef50_Q4KD74","PA14_65950","","","CDS","5874570..5875169(+)","600","","transcriptional regulator","","22.4","5.59","-4.56",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_24950","YP_790147.1","116051026","Q02PI9","Q02PI9_PSEAB","UPI0000395F7E","UniRef100_A0A022P9S4","UniRef90_A0A022P9S4","UniRef50_Q21W02","PA14_24950","","","CDS","2180121..2181506(+)","1386","","FAD-dependent glycerol-3-phosphate dehydrogenase","","50861.6","8.03","4.66",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_70980","YP_793849.1","116053522","Q02DY7","Q02DY7_PSEAB","UPI0000396B23","UniRef100_Q02DY7","UniRef90_Q9HTI9","UniRef50_Q9HTI9","PA14_70980","","","CDS","6324563..6326113(+)","1551","betT1","choline transporter BetT","","56.2","7.00","0.02",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_29770","YP_790541.1","116050640","Q02NE5","Q02NE5_PSEAB","UPI0000395E68","UniRef100_S0I1H2","UniRef90_W0YV23","UniRef50_G4CHC3","PA14_29770","","","CDS","2578707..2580032(+)","1326","","transporter","","46.0","7.66","1.82",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_34850","YP_790938.1","116050245","Q02M98","Q02M98_PSEAB","UPI00000C5656","UniRef100_W0YTW7","UniRef90_W0YTW7","UniRef50_B2TE33","PA14_34850","","","CDS","3103232..3103774(+)","543","","tRNA synthase","","19.3","6.52","-1.07",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_39945","YP_791338.1","116054444","Q02L48","Q02L48_PSEAB","UPI0000E44AE1","UniRef100_Q02L48","UniRef90_B7V695","UniRef50_Q51517","PA14_39945","","","CDS","3559479..3560696(-)","1218","phzC2","phenazine biosynthesis protein PhzC","","44.3","7.36","1.90",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_45510","YP_791789.1","116049408","Q02JU7","Q02JU7_PSEAB","UPI0000396735","UniRef100_S0J271","UniRef90_W0YN41","UniRef50_G8Q0Q2","PA14_45510","","","CDS","4050173..4051063(-)","891","","CheW domain-containing protein","","32.3","4.30","-19.63",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_03960","YP_788473.1","116054030","Q02UB3","Q02UB3_PSEAB","UPI0000396CEF","UniRef100_W0YMN3","UniRef90_Q9I6I7","UniRef50_G8Q4Q8","PA14_03960","","","CDS","357381..358250(+)","870","spuH","polyamine transport protein PotI","","31.8","9.67","4.20",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_50450","YP_792189.1","116049009","Q02IP7","Q02IP7_PSEAB","UPI00003965CF","UniRef100_W0YNL7","UniRef90_Q9I4P9","UniRef50_Q9I4P9","PA14_50450","","","CDS","4482657..4484045(-)","1389","flgE","flagellar hook protein FlgE","","48.3","4.41","-10.52",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_08910","YP_788862.1","116052292","Q02T74","RS3_PSEAB","UPI0000134FA0","UniRef100_A6UZJ4","UniRef90_A4XZ84","UniRef50_A0LIJ6","PA14_08910","","","CDS","762589..763275(+)","687","rpsC","30S ribosomal protein S3","","25.8","10.76","18.68",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_55110","YP_792582.1","116048618","Q02HK4","Q02HK4_PSEAB","UPI00000C5116","UniRef100_W0Z4M3","UniRef90_W0Z4M3","UniRef50_W0Z4M3","PA14_55110","","","CDS","4895932..4896225(-)","294","","hypothetical protein","","10.9","9.34","3.40",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_14000","YP_789262.1","116051895","Q02S24","Q02S24_PSEAB","UPI00003961ED","UniRef100_Q02S24","UniRef90_W0YX22","UniRef50_G8MJ11","PA14_14000","","","CDS","1200057..1200689(-)","633","","hypothetical protein","","23.6","5.95","-3.59",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_59880","YP_792976.1","116052660","Q02GG0","Q02GG0_PSEAB","UPI00001B2534","UniRef100_Q02GG0","UniRef90_Q02GG0","UniRef50_Q02GG0","PA14_59880","","","CDS","5332854..5333210(+)","357","","hypothetical protein","","12.3","9.16","3.64",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_18985","YP_789661.1","116054425","Q02QX5","Q02QX5_PSEAB","UPI0000E44971","UniRef100_Q02QX5","UniRef90_Q9HYC3","UniRef50_Q9HYC3","PA14_18985","","","CDS","1638977..1641403(-)","2427","vgrG4b","VgrG4b","Class 1","90587.6","6.23","-16.80",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_64680","YP_793362.1","116053043","Q02FC4","Q02FC4_PSEAB","UPI0000396F0B","UniRef100_Q02FC4","UniRef90_Q02FC4","UniRef50_Q1M8G8","PA14_64680","","","CDS","5760447..5761019(+)","573","ureJ","hypothetical protein","","19.0","7.74","1.84",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_23790","YP_790055.1","116051114","Q02PT1","Q02PT1_PSEAB","UPI000012E55B","UniRef100_Q51375","UniRef90_Q51375","UniRef50_Q56268","PA14_23790","","","CDS","2066538..2067620(+)","1083","leuB","3-isopropylmalate dehydrogenase","","39.1","4.77","-9.36",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_69760","YP_793758.1","116053433","Q02E78","Q02E78_PSEAB","UPI000045D55E","UniRef100_S0HIH4","UniRef90_B7V5H5","UniRef50_B7V5H5","PA14_69760","","","CDS","6221897..6222811(-)","915","","fimbrial protein","","31.8","9.05","4.86",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_28660","YP_790446.1","116050733","Q02NP0","Q02NP0_PSEAB","UPI0000E44A1C","UniRef100_Q9I0A0","UniRef90_Q9I0A0","UniRef50_Q4KEW3","PA14_28660","","","CDS","2469159..2469692(+)","534","infC","translation initiation factor IF-3","","20.1","10.21","8.69",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_33630","YP_790842.1","116050341","Q02MJ4","Q02MJ4_PSEAB","UPI000045D2E7","UniRef100_Q02MJ4","UniRef90_Q9I181","UniRef50_Q9I181","PA14_33630","","","CDS","2972068..2978637(+)","6570","pvdJ","protein PvdJ","","243.8","5.12","-64.17",""
